ID,Block,Gender,Hhsize,HousingType,Idimp,Iddiff,Idinsult,ViolNorm1,ViolNorm2,PeerBlameJ,PeerBlameH,PeerBlameD,NoMeeting,LeadBlameJ,LeadBlameH,LeadBlameD,EmotJob1,DegrEmotJ,EmotJob2,EmotHous1,DegrEmotH,EmotHous2,SAPosNow,SAPosNorm,ForPosNow,ForPosNorm,EmotPos1,DegrEmotPos,EmotPos2,LiveAlex08,ParticToyi,ParticIntim,ParticLoot,ParticHelp,ParticHarm,ParticDestr,IntendToyi,IntendToyi2,IntendHelp,IntendHit,IntendDestr,Age,AttendCh,Married,YrsAlex,Working,JobR,Lang,Party,Education,Ownership,HaveElect,HaveTV,HaveCell,HaveFridge,HaveMicro,HaveComp,HaveCar
10433,S22,2,3,5,1,4,1,5,1,2,2,2,2,3,3,3,6,1,4,3,1,4,3,6,5,1,8,2,6,1,3,3,3,3,3,3,1,1,4,4,1,22,1,2,77,7,never worked,1,3,3,1,2,2,2,2,2,1,1
10434,S20,2,1,6,1,3,4,4,2,4,4,4,0,NA,NA,NA,9,NA,NA,1,2,1,3,6,3,4,9,NA,NA,2,NA,NA,NA,NA,NA,NA,4,4,1,4,4,39,3,2,2,7,domestic worker,4,8,2,3,2,2,2,2,1,1,1
10435,S20,2,2,5,1,4,2,4,2,2,4,4,0,NA,NA,NA,1,2,2,6,3,8,4,6,4,4,2,1,1,1,3,3,3,3,3,3,4,4,1,4,4,28,1,3,19,3,vendor,8,3,8,1,2,2,2,2,2,1,1
10436,S19,1,1,6,1,4,1,4,2,2,2,3,3,4,4,4,7,1,6,4,2,7,3,7,5,1,8,1,6,1,3,3,3,3,3,3,1,3,1,4,4,35,2,3,4,1,pump attendant,4,3,3,1,2,2,2,2,1,1,1
10437,S19,2,2,2,1,4,2,4,2,2,2,3,2,3,4,4,9,NA,NA,8,2,7,3,6,4,4,1,2,2,1,3,3,3,3,3,3,4,4,4,4,4,20,2,3,7,5,never worked,2,8,3,3,2,2,2,2,2,1,1
10438,S19,1,1,6,1,4,2,5,2,4,4,4,0,NA,NA,NA,9,NA,NA,8,2,6,4,5,3,4,2,2,1,2,NA,NA,NA,NA,NA,NA,4,4,1,4,4,52,1,2,1,7,retail assistant,5,8,1,1,2,2,2,2,1,1,1
10439,S19,2,3,6,1,4,2,4,2,4,4,4,0,NA,NA,NA,7,2,6,4,2,8,3,7,3,1,7,2,3,1,3,3,3,3,3,3,1,1,4,4,4,45,4,1,45,1,mechanic,2,3,8,1,2,2,2,2,2,2,2
10440,S21,1,6,6,4,4,3,9,9,2,2,4,2,4,4,4,3,1,7,8,2,5,4,6,3,3,5,3,7,1,3,3,3,3,3,3,1,1,4,4,4,25,4,2,25,7,never worked,1,3,2,3,2,2,2,2,1,1,1
10441,S21,2,2,2,2,4,2,4,2,4,4,4,0,NA,NA,NA,6,2,3,3,2,8,4,7,3,2,1,3,2,1,3,3,3,3,3,3,1,1,4,4,4,22,2,3,9,5,never worked,7,8,3,1,2,2,2,2,1,1,1
10442,S21,1,1,2,1,4,1,4,2,4,4,4,0,NA,NA,NA,3,2,4,8,1,3,4,7,5,2,7,1,6,2,NA,NA,NA,NA,NA,NA,1,1,4,1,1,23,3,3,1,7,never worked,2,8,2,3,2,2,2,2,1,1,1
10443,S21,1,1,2,1,4,2,4,2,2,2,4,8,2,2,3,7,2,3,3,1,4,3,7,7,2,7,1,8,1,3,3,3,3,3,3,1,1,4,1,4,39,2,3,12,7,warehouse manager,6,3,3,1,2,2,2,2,1,1,1
10444,S21,2,4,6,1,2,2,4,2,2,4,4,0,NA,NA,NA,1,2,2,8,3,7,3,6,3,4,1,1,2,1,3,3,3,3,3,3,4,4,1,4,4,42,2,1,18,1,sales manager,6,99,7,3,2,2,2,2,2,2,1
10445,S20,2,2,6,1,4,1,4,2,2,3,4,0,NA,NA,NA,7,2,3,4,2,8,3,5,4,1,3,2,7,1,3,3,3,3,3,3,1,1,1,4,4,56,1,3,56,7,restaurant worker,2,3,1,1,2,2,2,2,1,1,1
10446,S20,1,2,5,1,4,2,5,1,2,2,4,0,NA,NA,NA,7,2,4,3,2,8,4,6,3,1,3,1,6,1,3,3,3,3,3,3,1,1,4,1,1,55,4,4,55,7,driver,4,3,2,1,2,2,2,2,1,1,1
10447,S20,2,1,6,1,4,1,4,1,4,4,4,0,NA,NA,NA,8,1,6,7,2,4,4,5,4,2,1,2,7,2,NA,NA,NA,NA,NA,NA,1,3,4,4,4,34,2,3,1,7,never worked,6,1,2,3,2,2,2,2,1,1,1
10448,S21,1,2,2,1,1,2,5,1,1,1,2,3,4,4,4,9,1,1,8,1,4,4,5,2,9,8,3,9,1,3,3,3,3,3,3,4,4,1,4,4,33,1,2,25,3,humanitarian work,3,3,3,1,2,2,2,2,1,2,2
10449,S21,2,1,6,2,4,4,4,1,1,2,2,0,NA,NA,NA,1,2,9,8,1,7,3,5,3,5,8,2,6,2,NA,NA,NA,NA,NA,NA,4,4,2,4,4,40,1,3,77,7,cashier,1,88,2,1,2,2,1,2,1,1,1
10450,S19,2,2,6,2,2,3,4,3,1,1,1,2,4,4,4,3,2,4,3,2,4,3,5,5,1,4,2,6,1,1,3,3,3,3,3,1,1,4,4,2,25,2,2,77,7,never worked,1,8,3,1,2,2,2,2,2,1,1
10451,S23,1,2,2,1,2,4,4,1,1,1,1,0,NA,NA,NA,8,2,6,6,1,8,3,5,3,9,8,1,6,1,3,3,3,3,3,3,3,4,1,4,4,35,2,2,5,1,factory worker,4,8,3,1,2,2,2,2,1,1,1
10452,S21,1,1,6,1,4,1,2,4,1,1,2,0,NA,NA,NA,4,1,3,3,1,4,1,6,5,1,8,1,6,1,1,1,3,3,3,3,1,1,4,1,1,35,4,2,15,7,construction,1,88,1,1,2,2,1,2,1,1,1
10453,S21,2,2,2,1,2,2,2,3,1,1,2,0,NA,NA,NA,3,2,6,3,1,4,2,6,4,1,8,1,6,1,1,3,3,3,3,3,1,1,4,4,2,24,3,2,77,7,never worked,1,8,3,1,2,2,2,2,1,1,1
10454,S23,2,5,5,4,1,1,4,1,1,1,1,0,NA,NA,NA,8,2,7,8,1,6,2,5,4,1,8,1,6,1,3,3,3,3,3,3,2,1,4,4,4,58,1,1,39,1,factory worker,4,8,2,2,2,2,2,2,1,1,1
10455,S23,1,3,2,1,4,1,5,1,2,2,4,0,NA,NA,NA,3,2,7,8,1,8,3,7,3,2,99,NA,NA,1,3,3,3,3,3,3,4,4,4,4,4,22,2,2,22,7,retail assistant,3,3,3,1,2,2,2,2,1,1,1
10456,S23,1,3,5,1,4,3,5,2,2,2,4,0,NA,NA,NA,3,1,8,7,1,8,3,6,5,2,6,2,7,1,3,3,3,3,3,3,2,2,2,4,4,27,2,2,27,7,gardener,3,3,2,3,2,2,2,2,2,1,1
10457,S21,1,1,2,1,4,3,5,1,2,2,2,0,NA,NA,NA,6,1,7,7,1,8,3,7,3,1,9,NA,NA,1,3,3,3,3,3,3,4,4,2,4,4,26,2,2,4,1,security guard,1,3,2,3,2,2,2,2,1,1,1
10458,S21,2,4,5,1,4,1,4,2,2,2,4,0,NA,NA,NA,6,1,7,8,1,8,5,7,3,1,1,2,2,1,3,3,3,3,3,3,4,4,3,4,4,25,1,2,77,7,never worked,3,3,2,1,2,2,2,2,2,1,1
10459,S21,2,4,5,1,4,1,5,1,4,4,4,0,NA,NA,NA,3,1,8,7,2,8,3,6,4,2,6,2,8,1,3,3,3,3,3,3,4,4,3,4,4,21,2,2,77,7,receptionist,1,8,3,1,2,2,2,2,2,1,1
10460,S21,2,3,6,2,4,1,4,2,4,4,4,1,4,4,4,9,NA,NA,7,2,8,3,7,6,1,6,2,8,1,3,3,3,3,3,3,4,4,4,4,4,35,1,1,11,7,domestic worker,8,1,3,1,2,2,2,2,2,2,1
10461,S21,2,2,6,1,4,1,5,2,4,4,4,0,NA,NA,NA,3,2,7,6,1,8,3,7,5,2,6,1,7,1,3,3,3,1,3,3,4,4,2,4,4,20,4,2,77,7,never worked,1,3,2,1,2,2,2,2,2,1,1
10462,S21,1,1,6,1,4,4,4,1,2,2,4,0,NA,NA,NA,1,2,2,1,1,9,6,6,7,5,2,1,1,1,3,3,3,3,3,3,4,4,1,4,4,25,2,2,6,1,security guard,4,3,3,2,2,2,2,1,1,1,1
10463,S23,2,3,2,1,2,4,4,3,2,2,3,0,NA,NA,NA,7,1,8,6,2,4,3,6,3,9,6,2,7,1,3,3,3,3,3,3,4,4,1,4,4,53,1,1,53,3,shopkeeper,5,3,2,1,2,2,2,2,2,1,2
10464,S23,2,2,6,1,2,2,4,2,4,4,4,0,NA,NA,NA,6,1,7,8,2,3,4,7,3,2,2,2,1,1,3,3,3,3,3,3,4,4,4,4,4,44,4,3,44,7,driver,3,8,2,3,2,2,2,1,1,1,1
10465,S21,2,3,5,1,4,4,2,4,2,2,3,0,NA,NA,NA,1,2,2,1,3,7,4,6,3,3,1,1,2,1,3,3,3,3,3,3,4,4,1,4,4,30,3,2,30,7,cleaner,1,8,2,3,2,2,2,2,2,1,1
10466,S23,2,2,2,1,4,2,4,2,4,4,4,0,NA,NA,NA,1,1,9,4,1,3,3,6,3,2,8,1,6,1,3,3,3,3,3,3,4,4,4,4,4,62,4,4,19,6,cleaner,2,3,1,3,2,2,2,2,1,1,1
10467,S22,1,2,5,1,4,2,2,4,2,2,2,2,4,3,4,3,1,4,7,2,8,3,6,4,2,3,2,4,1,3,3,3,3,3,3,1,1,4,1,1,32,4,2,32,7,never worked,3,8,2,3,2,2,2,2,1,1,1
10468,S22,1,1,5,1,4,2,4,2,2,2,2,0,NA,NA,NA,5,2,3,8,2,7,4,5,3,3,9,NA,NA,1,3,3,3,3,3,3,2,4,1,4,4,24,3,2,24,7,never worked,1,8,2,1,2,2,2,2,1,1,1
10469,S21,2,3,2,1,4,1,5,1,1,1,1,0,NA,NA,NA,8,1,6,3,1,4,4,7,5,1,7,1,6,1,3,3,3,3,3,3,4,4,1,4,4,26,2,3,8,2,cashier,4,8,3,3,2,2,2,2,2,2,2
10470,S23,2,1,6,1,4,1,5,1,1,1,1,0,NA,NA,NA,1,4,6,7,3,6,5,6,4,3,6,2,8,1,3,3,3,3,3,3,4,4,3,4,4,30,2,2,8,2,waiter,4,8,3,1,2,2,2,2,2,1,1
10471,S23,1,5,5,2,1,4,4,5,1,1,1,1,4,2,4,3,1,8,3,1,4,4,6,3,1,6,1,4,2,NA,NA,NA,NA,NA,NA,1,1,4,1,4,60,2,4,30,6,general worker,8,8,2,1,2,2,2,2,2,1,2
10472,S23,1,3,6,1,4,1,5,1,1,1,1,0,NA,NA,NA,6,1,4,8,1,4,4,6,5,1,6,1,8,1,3,3,3,3,3,3,1,1,4,1,1,32,4,2,4,1,driver,4,3,1,2,2,2,2,2,1,1,1
10473,S21,1,3,6,1,4,1,5,1,2,2,2,0,NA,NA,NA,3,1,6,3,1,4,4,7,3,4,6,3,7,1,3,3,3,3,3,3,4,4,4,4,4,28,1,2,15,7,never worked,8,3,5,1,2,2,2,2,2,1,1
10474,S21,2,2,2,1,3,4,5,1,2,2,2,1,4,4,4,6,1,8,6,1,8,4,5,5,1,8,2,6,2,NA,NA,NA,NA,NA,NA,4,4,4,4,4,25,2,3,18,2,waiter,4,3,3,3,2,2,2,2,2,2,1
10475,S21,2,1,2,1,4,1,5,1,2,2,2,0,NA,NA,NA,6,1,8,4,1,8,3,6,4,1,6,1,4,1,3,3,3,3,3,3,1,1,4,4,4,38,3,2,22,7,never worked,2,3,2,1,2,2,2,2,1,1,1
10477,S23,1,1,5,1,4,1,5,1,1,1,2,4,4,4,4,4,1,6,6,1,4,4,6,4,1,3,1,8,1,3,3,3,3,3,3,1,1,4,3,1,33,4,2,15,1,driver,4,3,3,1,2,2,2,2,2,2,2
10478,S22,1,1,5,1,4,2,5,1,2,2,2,2,4,4,4,3,1,4,3,2,4,3,6,4,1,3,1,4,1,3,3,3,3,3,3,1,1,4,1,1,33,4,2,16,1,driver,2,3,2,1,2,2,2,2,1,1,2
10479,S22,2,2,5,2,4,2,5,1,1,1,2,0,NA,NA,NA,6,1,8,3,1,4,4,5,3,2,6,1,8,1,3,3,3,3,3,3,1,1,2,2,4,45,2,1,77,1,teacher,4,3,6,1,2,2,2,2,2,1,1
10480,S22,1,1,6,1,4,2,4,2,4,4,4,2,2,2,4,9,2,1,7,1,4,3,5,3,3,8,2,6,1,3,3,3,3,3,3,4,4,4,4,4,31,4,2,11,1,plumber,5,3,1,3,2,1,2,1,1,1,1
10481,S22,2,2,5,1,4,1,5,2,4,4,4,0,NA,NA,NA,6,2,7,8,1,7,3,6,3,2,9,NA,NA,1,3,3,3,3,3,3,4,4,4,4,4,24,1,2,7,7,never worked,4,3,2,1,2,2,2,2,1,1,1
10483,S22,2,2,5,1,4,1,4,4,3,2,4,0,NA,NA,NA,6,1,8,4,1,7,4,7,4,2,7,2,4,1,3,3,3,3,3,3,1,4,1,4,1,22,1,3,22,7,sales rep,3,3,3,1,2,2,2,2,2,1,1
10484,S23,1,1,6,1,4,2,4,2,4,2,4,0,NA,NA,NA,7,2,7,4,2,8,3,7,4,2,8,2,3,1,3,3,3,3,3,3,1,1,4,1,1,38,4,2,38,7,factory supervisor,1,3,2,3,2,2,2,2,1,2,1
10485,S23,1,1,2,1,4,2,2,4,2,2,2,1,2,3,4,4,3,1,5,3,1,7,3,6,4,5,4,8,1,3,3,3,3,3,3,1,1,4,1,1,32,4,2,32,2,cashier,1,8,2,3,2,2,2,2,1,1,1
10486,S23,2,3,6,1,2,1,4,2,2,2,4,0,NA,NA,NA,9,NA,NA,1,2,2,4,7,3,3,1,2,2,1,3,3,3,3,3,3,4,4,4,4,4,25,4,2,13,7,never worked,3,8,2,3,2,2,2,2,1,1,1
10487,S22,2,1,6,1,4,2,2,3,3,2,4,0,NA,NA,NA,1,1,2,8,1,6,4,7,3,4,1,2,2,1,3,3,3,3,3,3,4,4,4,4,4,42,4,2,17,7,vendor,3,3,2,3,2,2,2,2,1,1,2
10488,S22,1,3,6,1,4,2,5,2,4,4,4,0,NA,NA,NA,6,1,7,6,1,8,3,7,5,1,7,1,8,1,3,3,3,3,3,3,1,1,4,1,1,28,3,2,77,7,security guard,1,1,3,1,2,2,2,2,2,1,1
10489,S22,2,5,5,2,4,1,5,2,3,3,4,0,NA,NA,NA,6,1,8,8,1,8,3,7,5,1,6,2,8,1,3,3,3,3,3,3,4,4,4,4,4,40,1,1,13,1,teacher,4,3,3,1,2,2,2,2,2,1,2
10490,S22,1,4,6,1,4,2,5,1,4,4,4,0,NA,NA,NA,3,2,8,7,1,8,6,7,3,2,2,2,8,1,1,3,3,3,3,3,4,4,3,4,4,32,1,2,77,1,factory worker,3,8,3,1,2,2,2,2,2,2,2
10491,S22,2,3,5,1,4,1,5,2,4,4,4,6,4,2,4,9,NA,NA,6,2,6,5,7,3,2,9,NA,NA,1,3,3,3,3,3,3,4,4,1,4,4,61,1,4,77,6,general worker,2,3,3,1,2,2,2,2,2,1,1
10495,S22,1,3,2,1,4,1,3,3,1,1,1,0,NA,NA,NA,8,1,4,3,1,4,3,5,4,1,3,1,6,1,3,3,3,3,3,3,1,1,4,1,1,49,1,1,77,1,sales rep,5,3,1,1,2,2,2,2,1,1,1
10496,S23,2,2,2,2,2,1,5,1,1,1,3,0,NA,NA,NA,1,2,9,8,1,6,3,9,3,9,9,2,99,1,3,3,3,3,3,3,4,4,3,4,4,38,2,2,14,1,factory worker,1,3,2,1,1,1,2,2,1,1,1
10497,S23,1,3,5,1,1,2,4,1,1,1,1,2,4,4,4,3,2,4,8,1,6,2,5,4,1,8,1,6,1,3,3,3,3,3,3,4,4,2,4,4,50,3,1,77,7,factory worker,8,88,1,1,2,2,1,2,1,1,1
10498,S22,2,2,1,9,2,3,2,4,1,1,9,0,NA,NA,NA,4,2,6,3,2,6,3,5,4,9,8,2,6,2,NA,NA,NA,NA,NA,NA,1,1,4,4,9,25,3,2,2,7,never worked,5,8,3,2,2,2,8,1,1,1,1
10499,S22,2,4,6,1,4,1,4,1,1,1,1,0,NA,NA,NA,2,2,6,3,2,4,2,5,4,1,8,1,4,1,3,3,3,3,3,3,4,4,4,4,4,38,1,2,77,7,sales rep,3,8,2,1,2,2,2,2,2,1,1
10500,S23,2,6,5,1,4,2,5,1,4,4,4,0,NA,NA,NA,6,1,8,8,1,8,5,7,3,1,2,1,1,1,3,3,3,3,3,3,4,4,4,4,4,21,2,2,77,7,retail assistant,4,8,3,1,2,2,2,2,1,1,1
10501,S22,1,2,6,1,4,2,5,1,4,4,4,0,NA,NA,NA,3,2,6,6,2,8,4,7,3,2,1,2,2,2,NA,NA,NA,NA,NA,NA,4,4,4,4,4,22,2,2,1,1,general worker,8,8,3,2,2,2,2,1,1,1,1
10502,S22,2,3,2,1,4,1,5,2,4,2,4,2,4,3,4,6,1,8,8,1,8,5,7,3,1,6,1,8,1,3,3,3,3,3,3,4,4,4,4,4,38,4,3,38,1,receptionist,1,3,2,3,2,2,2,2,2,1,1
10503,S23,2,3,5,1,4,2,5,1,2,2,4,0,NA,NA,NA,7,1,8,7,1,8,3,7,5,1,3,2,8,1,3,3,3,3,3,3,4,4,4,4,4,23,2,2,77,7,never worked,8,3,3,1,2,2,2,2,2,1,1
10504,S23,1,2,5,1,4,4,5,1,4,4,4,0,NA,NA,NA,6,2,8,3,1,8,4,7,4,1,1,2,2,1,3,3,3,3,3,3,4,4,2,4,4,18,4,2,77,7,,1,8,1,3,2,2,2,2,2,1,1
11001,S14,1,2,6,NA,4,2,5,1,1,1,2,0,NA,NA,NA,8,1,NA,8,1,NA,2,5,6,2,7,2,6,1,2,3,3,3,3,3,4,4,4,1,4,43,1,3,77,7,technician,9,3,3,1,2,2,1,2,2,NA,1
11002,S14,2,2,6,NA,2,2,4,2,1,2,4,1,4,1,1,2,2,1,3,2,4,4,7,6,4,6,1,4,1,3,3,3,1,3,3,4,4,1,4,4,29,1,2,12,1,retail assistant ,4,8,3,3,2,2,2,2,1,NA,1
11003,S14,2,3,2,NA,2,2,5,1,2,1,2,5,4,1,2,3,2,8,8,1,8,3,6,6,2,6,2,7,1,3,3,3,3,3,3,4,4,4,4,4,52,3,1,21,2,construction,8,8,2,1,2,2,2,1,1,NA,1
11005,S14,1,1,2,NA,2,1,5,1,2,2,1,6,2,1,2,3,2,6,8,1,7,4,6,4,2,6,1,8,1,1,3,3,3,3,3,1,1,4,4,4,25,4,2,14,1,retail assistant,4,8,3,1,2,1,2,1,1,NA,1
11006,S14,2,1,6,NA,9,2,5,1,2,1,2,2,4,4,4,1,2,NA,8,2,6,3,5,4,5,8,3,7,1,3,3,3,3,3,3,4,4,1,4,4,57,1,4,77,7,factory worker,5,3,2,2,2,2,2,2,1,NA,1
11007,S14,2,3,6,NA,4,1,4,2,1,1,2,1,2,2,3,3,1,4,3,1,4,2,5,4,4,6,3,3,1,3,3,3,3,3,3,1,1,4,4,4,24,1,2,13,7,cashier,1,99,2,1,2,2,2,2,2,NA,1
11008,S14,1,2,6,NA,4,2,5,3,1,1,2,1,1,1,1,3,1,8,3,3,8,2,4,4,4,8,1,7,1,3,3,3,3,3,3,4,4,1,4,4,36,3,4,77,3,lawyer,8,8,4,1,2,2,2,2,2,NA,2
11011,S14,1,2,6,NA,2,4,2,2,1,1,2,0,NA,NA,NA,3,2,4,3,1,NA,2,4,2,3,9,NA,NA,1,3,3,3,3,3,3,4,4,4,4,4,32,3,2,14,7,restaurant worker,1,8,3,1,2,2,2,2,2,NA,1
11012,S14,1,4,6,NA,3,2,5,2,2,2,3,1,1,2,2,3,1,3,8,1,3,4,7,3,2,6,1,4,1,3,3,3,3,3,3,2,1,3,4,4,53,4,1,77,7,machine operator,3,3,3,1,2,2,2,2,1,NA,1
11013,S14,2,5,5,NA,4,1,5,1,2,1,2,2,3,3,4,3,1,4,3,1,8,5,6,4,3,3,1,4,1,3,3,3,3,3,3,4,4,1,4,4,51,1,1,77,7,cashier,3,3,3,1,2,2,2,2,1,NA,NA
11021,S14,2,2,5,NA,2,2,5,2,2,NA,3,0,NA,NA,NA,4,2,3,3,1,4,4,6,3,2,3,2,5,2,3,3,3,3,3,3,4,9,3,4,4,26,1,3,2,7,never worked,8,3,4,2,2,2,2,2,2,NA,1
